잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000013210,02-0000194397,329,20161220  ,20240521  ,209291.75692,542554.75607,진우산전,001,002,1  ,5191262    ,001,2024-0201-011,25-013210,15527,1,004,-,,001
25-0000022285,02-0000090962,-,20240517  ,20240517  ,-,-,㈜명신전자,001,002,1  ,4424921    ,001,2024-0101-061,25-022285,24602,-,001,-,,001
25-0000022284,02-0000091224,-,20240508  ,20240508  ,-,-,㈜명신전자,001,002,1  ,4425952    ,001,2024-0101-061,25-022284,24601,-,001,-,,001
25-0000019808,02-0000022482,-,20221113  ,20221113  ,182855.899872515,552569.164990704,라온라이팅,001,002,1  ,0361362    ,001,2022-0501-001,25-019808,22125,-,001,-,,001
25-0000002008,02-0000150892,0  ,20080620  ,20080620  ,186217.899998962,547895.189402543,아이엔티티,001,002,1  ,1232023    ,001,2007-0501-524,25-002008,9160,1,001,-,,001
25-0000002009,02-0000150893,0  ,20080620  ,20080620  ,186220.747091951,547885.905127655,아이엔티티,001,002,1  ,1232022    ,001,2007-0501-524,25-002009,9161,1,001,-,,001
25-0000006836,02-0000151037,0  ,20101218,20101218,190470.78723,545237.57922,0,001,001,1  ,-,001,2012-0101-051,25-006836,9162,1,001,-,,001
25-0000006836,02-0000151037,0  ,20101218,20120907,190470.78723,545237.57922,0,002,001,1  ,-,001,2012-0101-051,25-006836,9163,1,001,-,,001
25-0000006837,02-0000151038,0  ,20101218,20101218,190461.79644,545265.6588,0,001,001,1  ,-,001,2012-0101-051,25-006837,9164,1,001,-,,001
25-0000006837,02-0000151038,0  ,20101218,20120907,190461.79644,545265.6588,0,002,001,1  ,-,001,2012-0101-051,25-006837,9165,1,001,-,,001
25-0000006839,02-0000151040,0  ,20101218  ,20101218  ,190483.449999942,545281.681243367,-,001,002,1  ,2117603    ,001,2010-0101-085,25-006839,9167,1,001,-,,001
25-0000006834,02-0000151086,0  ,20100913  ,20100913  ,192258.987499952,546521.074993508,-,001,002,1  ,2159152    ,001,2010-0101-084,25-006834,9168,1,001,-,,001
25-0000006835,02-0000151087,0  ,20100913  ,20100913  ,192234.266457882,546523.497310165,-,001,002,1  ,2159153    ,001,2010-0101-084,25-006835,9169,1,001,-,,001
25-0000019807,02-0000067200,-,20221113  ,20221113  ,182853.274872515,552588.102490706,라온라이팅,001,002,1  ,0361361    ,001,2022-0501-001,25-019807,22124,-,001,-,,001
25-0000006077,02-0000161239,359,20100611  ,20170825  ,207440.36675,549251.38312,명신전자㈜,001,001,1  ,-,001,2017-0201-073,25-006077,10141,1,002,-,,001
25-0000006078,02-0000161241,0  ,20100611  ,20100611  ,207392.737500046,549042.843743805,아이엔티티,001,002,0  ,5254452    ,001,2010-0101-022,25-006078,10142,1,004,-,,001
25-0000006079,02-0000161242,0  ,20100611  ,20100611  ,207375.250000045,549045.431243805,아이엔티티,001,002,0  ,5254351    ,001,2010-0101-022,25-006079,10143,1,004,-,,001
25-0000009496,02-0000161245,135,20121019  ,20121019  ,202551.587500016,549960.762493914,INTT,001,002,0  ,4256744    ,001,2012-0701-001,25-009496,10145,1,001,-,,001
25-0000009485,02-0000161245,0  ,20130312,20130312,202550.44537,549957.5485,아이엔티티,002,001,0  ,-,001,2000-0000-000,25-009485,10146,1,-,-,,001
25-0000006082,02-0000161248,0  ,20100630  ,20100630  ,191831.262499952,539065.681242641,삼일신호,001,002,1  ,2044362    ,001,2010-1101-003,25-006082,10147,1,001,-,,001
25-0000006084,02-0000161251,0  ,20100630  ,20100630  ,191754.074999949,539047.849992637,삼일신호,001,002,1  ,2044151    ,001,2010-1101-003,25-006084,10149,1,001,-,,001
25-0000006088,02-0000161253,0  ,20100630  ,20100630  ,191679.174730511,539032.497499198,삼일신호,001,002,1  ,2044051    ,001,2010-1101-003,25-006088,10151,1,001,-,,001
25-0000006093,02-0000161255,139,20100503  ,20100503  ,206441.637500039,554830.368744487,-,001,002,0  ,5336512    ,001,2009-1201-001,25-006093,10153,1,004,-,,001
25-0000008851,02-0000161256,155,20000101  ,20000101  ,206404.624336531,554818.691106081,-,001,002,0  ,5336413    ,001,2000-0000-000,25-008851,10154,1,-,-,,001
25-0000006094,02-0000161257,343,20100503  ,20100503  ,206627.32291,554917.25628,-,001,002,0  ,5336932    ,001,2009-1201-001,25-006094,10155,1,004,-,,001
25-0000006096,02-0000161258,0  ,20100503,20100503,206631.34605,554900.69957,-,001,002,0  ,-,001,2009-1201-001,25-006096,10156,1,004,-,,001
25-0000006095,02-0000161258,0  ,20100503  ,20100503  ,206632.57303863,554902.288222618,-,001,002,0  ,5336931    ,001,2009-1201-001,25-006095,10157,1,004,-,,001
25-0000000082,02-0000038641,190,20150228  ,20150228  ,204659.124135321,547284.843949733,진우산전,006,002,1  ,4291902    ,001,2014-0101-105,25-000082,2897,1,001,-,,001
25-0000004679,02-0000158489,0  ,20150228,20150228,202149.827743983,547278.53854695,진우산전,006,002,1  ,-,001,2014-0101-105,25-004679,9756,1,001,-,,001
25-0000009285,02-0000175209,135,20121231  ,20150115  ,203580.637500021,547572.631243634,진우산전,006,002,1  ,4271863    ,001,2014-0101-106,25-009285,11741,1,002,-,,001
25-0000006749,02-0000119458,0  ,20000101  ,20150115  ,209593.850000058,540563.093742814,진우산전,006,002,1  ,5097862    ,001,2014-0101-106,25-006749,7724,1,002,-,,001
25-0000006748,02-0000119457,196,20000101  ,20150115  ,209613.112500058,540617.268742819,진우산전,006,002,1  ,5097872    ,001,2014-0101-106,25-006748,7723,1,002,-,,001
25-0000010316,02-0000160609,360,20130510  ,20201128  ,207028.450000041,551518.893743957,엘엔엘,006,002,1  ,52497516   ,001,2020-1701-007,25-010316,12633,1,002,-,,001
25-0000008573,02-0000172754,124,20000101  ,20140228  ,215854.95620134,551924.143664047,(주)명신전자,001,002,1  ,7320334    ,001,2014-0101-112,25-008573,11413,1,002,-,,001
25-0000012047,02-0000180680,255,-,-,210489.15838,544577.5405,진우산전,006,002,1  ,6115662    ,001,2014-1801-006,25-012047,14364,1,004,-,,001
25-0000012046,02-0000180679,180,-,-,210526.262500064,544533.831243278,진우산전,006,002,1  ,6115654    ,001,2014-1801-006,25-012046,14363,1,004,-,,001
25-0000012045,02-0000180678,356,-,-,210477.243512849,544548.063101219,진우산전,006,002,1  ,6115655    ,001,2014-1801-006,25-012045,14362,1,004,-,,001
25-0000011318,02-0000043419,130,20000101,20000101,205203.91222,541811.64707,-,006,001,0  ,5110011    ,001,2014-1801-006,25-011318,13635,1,003,-,,001
25-0000010315,02-0000015409,192,20130510  ,20201128  ,207038.20000004,551531.956243969,엘엔엘,006,002,1  ,52497515   ,001,2020-1701-007,25-010315,12632,1,002,-,,001
25-0000007724,02-0000043418,0  ,20100401,20110401,205182.86336,541806.12828,.,006,001,0  ,-,001,2014-1801-006,25-007724,3188,1,003,-,,001
25-0000011949,02-0000123729,281,20140721,20140721,212636.29391,546115.68707,(주)명신전자,006,002,1  ,6158971    ,001,2014-0101-109,25-011949,14266,1,001,-,,001
25-0000001573,02-0000042044,0  ,20070601  ,20140721  ,210877.925000068,546070.106243456,(주)명신전자,006,002,1  ,6128461    ,001,2014-0101-109,25-001573,3128,1,002,-,,001
25-0000011940,02-0000180421,2  ,20110422  ,20140721  ,212258.750000076,548254.46874371,(주)명신전자,006,002,1  ,6253109    ,001,2014-0101-109,25-011940,14257,1,002,-,,001
25-0000019156,02-0000219691,-,20201123  ,20201123  ,207421.037500044,552849.156244252,명신전자,001,002,1  ,5352411    ,001,2020-0501-010,25-019156,21473,-,001,-,,001
25-0000011955,02-0000180438,24 ,20141030  ,20141030  ,210750.225000066,548198.193743704,(주)명신전자,006,002,1  ,6222185    ,001,2014-0101-110,25-011955,14272,1,001,-,,001
25-0000019155,02-0000130578,-,20201123  ,20201123  ,207424.287500044,552859.781244253,명신전자,001,002,1  ,5352421    ,001,2020-0501-010,25-019155,21472,-,001,-,,001
25-0000011951,02-0000096423,79 ,20141030  ,20141030  ,213618.010302766,544415.143408571,명신전자(주),001,002,1  ,6175832    ,001,2014-0101-110,25-011951,14268,1,001,-,,001
25-0000012130,02-0000180871,300,20150509  ,20150509  ,207448.30513914,558869.802116083,양광시스템,006,002,0  ,5454522    ,001,2015-0201-027,25-012130,14447,1,004,-,,001
25-0000004542,02-0000039042,44 ,20150913  ,20150922  ,205365.775000032,546056.168743459,진우산전(주),006,002,1  ,5118364    ,001,2009-1101-151,25-004542,2935,1,001,-,,001
25-0000001602,02-0000038580,0  ,20150922  ,20150922  ,205324.125000032,546027.231243454,진우산전(주),006,002,1  ,5118253    ,001,2009-1101-151,25-001602,2893,1,001,-,,001
25-0000012543,02-0000028103,84 ,20000101  ,20000101  ,190899.299999946,543723.668743181,-,001,002,0  ,2123492    ,001,-,25-012543,14860,1,-,-,,001
25-0000017724,02-0000015410,-,20201128  ,20201128  ,207048.95000004,551532.768743959,엘엔엘,001,002,1  ,52497514   ,001,2020-1701-007,25-017724,20041,-,002,-,,001
25-0000010314,02-0000015410,274,20130510  ,20201128  ,207048.951216049,551534.396936307,엘엔엘,006,002,1  ,52497513   ,001,2020-1701-007,25-010314,12631,1,002,-,,001
25-0000012154,02-0000156946,160,20150211  ,20150211  ,209156.430595563,556954.192876892,진우산전(주),006,002,1  ,5480944    ,001,2014-0201-082,25-012154,14471,1,001,-,,001
25-0000011793,02-0000180029,54 ,20080922  ,20150104  ,207355.888892218,548782.553986618,(주)태경엔지니어링,001,002,0  ,5254304    ,001,2014-0201-083,25-011793,14110,1,004,-,,001
25-0000012175,02-0000043030,77 ,20150228  ,20150228  ,204790.837500029,547268.656243598,진우산전,006,002,1  ,5201204    ,001,2014-0101-105,25-012175,14492,1,001,-,,001
25-0000000081,02-0000038640,9  ,20150228  ,20150228  ,204653.64899325,547247.033448116,진우산전,006,002,1  ,4290991    ,001,2014-0101-105,25-000081,2896,1,001,-,,001
25-0000011601,02-0000179378,306,20130820  ,20130820  ,201379.152777681,549524.520650831,-,006,002,1  ,4235454    ,001,2012-0201-004,25-011601,13918,1,001,-,,001
25-0000011600,02-0000179379,302,20130820  ,20130820  ,201366.097228058,549517.853986707,-,006,002,1  ,4235353    ,001,2012-0201-004,25-011600,13917,1,001,-,,001
25-0000009523,02-0000176332,28 ,20130501,20130501,195911.10442,543403.61001,INTT,006,001,0  ,3123431    ,001,2012-1901-001,25-009523,11840,1,001,-,,001
25-0000010313,02-0000015413,132,20130510  ,20201128  ,207059.14281201,551525.862366039,엘엔엘,006,002,1  ,52497512   ,001,2020-1701-007,25-010313,12630,1,002,-,,001
25-0000010321,02-0000113963,103,20130510  ,20150730  ,206824.275000042,550971.44374403,명신전자,006,002,0  ,5248244    ,001,2013-0101-014,25-010321,12638,1,004,-,,001
25-0000017726,02-0000015413,-,20201128  ,20201128  ,207060.375548484,551525.052700897,엘엔엘,001,002,1  ,52497511   ,001,2020-1701-007,25-017726,20043,-,002,-,,001
25-0000010294,02-0000078260,34 ,20130510  ,20130510  ,207601.162500046,552211.093744178,명신전자,001,002,0  ,5350895    ,001,2013-0101-014,25-010294,12611,1,001,-,,001
25-0000010293,02-0000166487,242,20130510  ,20130510  ,207616.51519,552216.01485,명신전자,001,002,0  ,5350894    ,001,2013-0101-014,25-010293,12610,1,001,-,,001
25-0000010290,02-0000078069,360,20130510,20130510,207624.41883,552356.59316,-,006,001,0  ,5351822    ,001,2013-0101-014,25-010290,12607,1,001,-,,001
25-0000009866,02-0000151132,319,20130626,20130626,201513.30041,549085.21171,명신전자,006,002,0  ,4234661    ,001,2013-0101-077,25-009866,12183,1,001,-,,001
25-0000008435,02-0000172381,270,20120417  ,20141110  ,205511.412500034,557128.081244757,관급,006,002,1  ,5410673    ,001,2015-0101-017,25-008435,11360,1,002,-,,001
25-0000011242,02-0000016436,260,20210521  ,20210521  ,209485.350000059,546024.381243315,-,001,002,1  ,51986510   ,001,2021-0201-047,25-011242,13559,1,004,-,,001
25-0000014282,02-0000106160,360,20210521  ,20210521  ,209475.10000006,546018.818743314,-,001,002,1  ,5198555    ,001,2021-0201-047,25-014282,16599,1,004,-,,001
25-0000010605,02-0000178426,121,20131218  ,20171201  ,210911.650000066,548769.468743773,-,001,002,1  ,62244010   ,001,2013-0401-005,25-010605,12922,1,004,-,,001
25-0000010635,02-0000040194,2  ,20130419  ,20130419  ,202505.79820203,546910.725805997,명신전자,006,002,1  ,4250633    ,001,2013-0101-101,25-010635,12952,1,001,-,,001
25-0000010634,02-0000098950,188,20130419  ,20130419  ,202481.437500015,546908.531243554,명신전자,006,002,1  ,4250634    ,001,2013-0101-101,25-010634,12951,1,001,-,,001
25-0000021205,02-0000180496,-,20230724  ,20230724  ,-,-,명신전자,001,002,1  ,1270483    ,001,2023-0101-013,25-021205,23522,-,001,-,,001
25-0000008140,02-0000016437,205,20210521  ,20210521  ,209477.912500059,546037.193743314,-,001,002,1  ,51986510   ,001,2021-0201-047,25-008140,1308,1,004,-,,001
25-0000010804,02-0000158016,205,20000101  ,20000101  ,190766.787499944,542812.093743075,-,001,002,1  ,21221110   ,001,-,25-010804,13121,1,001,-,,001
25-0000010893,02-0000063294,20 ,20000101  ,20000101  ,186808.87499992,550383.049993959,-,001,002,1  ,1247224    ,001,-,25-010893,13210,1,-,-,,001
25-0000021204,02-0000180500,-,20230724  ,20230724  ,-,-,명신전자,001,002,1  ,1270385    ,001,2023-0101-013,25-021204,23521,-,001,-,,001
25-0000010076,02-0000223044,271,20230925  ,20230925  ,188706.152777602,545590.016512418,아이엔티티,001,002,1  ,1187064    ,001,2023-0101-013,25-010076,12393,1,001,-,,001
25-0000008250,02-0000120846,0  ,20230925  ,20230925  ,188692.312499929,545608.843743402,아이엔티티,001,002,1  ,1187078    ,001,2023-0101-013,25-008250,7786,1,001,-,,001
25-0000010960,02-0000163099,113,20000101  ,20000101  ,193243.85912102,546935.755770066,-,001,002,1  ,2270133    ,001,-,25-010960,13277,1,-,-,,001
25-0000010965,02-0000147639,303,20140521  ,20140521  ,186411.79415024,545650.847715462,-,001,002,1  ,1137482    ,001,-,25-010965,13282,1,006,-,,001
25-0000010966,02-0000140377,59 ,20140521  ,20140521  ,186414.258334839,545678.092875567,-,001,002,1  ,1137483    ,001,-,25-010966,13283,1,006,-,,001
25-0000010968,02-0000142441,290,20140521  ,20140521  ,185933.338271149,545440.343591741,-,001,002,1  ,1127532    ,001,-,25-010968,13285,1,001,-,,001
25-0000012341,02-0000223043,337,20230925  ,20230925  ,188714.342055312,545631.079378151,아이엔티티,006,002,1  ,1187171    ,001,2023-0101-013,25-012341,14658,1,001,-,,001
25-0000011106,02-0000158339,51 ,20000101  ,20000101  ,202754.161028605,561254.283740475,-,001,002,0  ,4469106    ,001,-,25-011106,13423,1,-,-,,001
25-0000018883,02-0000219283,-,20210521  ,20210521  ,209484.641544579,546041.952094236,양광시스템,001,002,1  ,5198659    ,001,2021-0201-047,25-018883,21200,-,001,-,,001
25-0000010226,02-0000177791,299,20131204  ,20131204  ,185650.337499913,546816.231243541,한국전기교통,006,002,1  ,1210919    ,001,2013-1801-002,25-010226,12543,1,004,-,,001
25-0000010225,02-0000177790,322,20131204  ,20131204  ,185657.362499911,546872.831243548,한국전기교통,006,002,1  ,1210925    ,001,2013-1801-002,25-010225,12542,1,004,-,,001
25-0000001650,02-0000063076,135,20070601,20070601,185630.49318,546861.56921,-,006,001,0  ,-,001,2013-1801-002,25-001650,4236,1,003,-,,001
25-0000010074,02-0000223042,267,20230925  ,20230925  ,188712.592055313,545628.891878151,아이엔티티,001,002,1  ,1187079    ,001,2023-0101-013,25-010074,12391,1,001,-,,001
25-0000002778,02-0000107376,54 ,20010101,20010101,192746.65832,546905.92734,진우산전,006,001,0  ,-,001,2013-0201-035,25-002778,7010,1,004,-,,001
25-0000003023,02-0000155945,0  ,20221230  ,20221230  ,203152.044718652,540112.646926309,-,001,002,1  ,4066976    ,001,2020-0201-069,25-003023,9340,1,001,-,,001
25-0000018882,02-0000219282,-,20210521  ,20210521  ,209484.266544578,546051.702094235,양광시스템,001,002,1  ,5198662    ,001,2021-0201-047,25-018882,21199,-,001,-,,001
25-0000011240,02-0000016434,245,20210521  ,20210521  ,209473.97500006,546047.693743174,양광시스템,001,002,1  ,5198554    ,001,2021-0201-047,25-011240,13557,1,004,-,,001
25-0000011226,02-0000120581,159,20000101  ,20000101  ,210533.327475182,543668.251017731,-,001,002,0  ,6113784    ,001,-,25-011226,13543,1,-,-,,001
25-0000011238,02-0000016094,90 ,20000101,20000101,209032.60902,545736.25986,-,001,001,0  ,5187791    ,001,-,25-011238,13555,1,-,-,,001
25-0000014281,02-0000180829,360,20150213  ,20210521  ,209504.73750006,546049.268743315,-,001,002,1  ,51986510   ,001,2021-0201-047,25-014281,16598,1,004,-,,001
25-0000018761,02-0000039118,-,20210904  ,20210904  ,205488.81510438,543111.239280894,-,001,002,1  ,5112674    ,001,2021-0101-074,25-018761,21078,-,001,-,,001
25-0000011269,02-0000099120,272,20000101,20000101,208164.876230428,545846.013838044,-,001,002,0  ,5168911    ,001,-,25-011269,13586,1,-,-,,001
25-0000011303,02-0000147723,330,20140616  ,20140616  ,201569.71883,556951.25502,-,001,002,0  ,4430747    ,001,-,25-011303,13620,1,006,-,,001
25-0000011503,02-0000167727,236,20140710  ,20140710  ,198514.381945602,552906.582458478,-,001,002,0  ,3372633    ,001,-,25-011503,13820,1,001,-,,001
25-0000000184,02-0000116044,0  ,20010101,20010101,205560.04756,560823.78432,-,006,001,0  ,-,001,2013-0101-095,25-000184,7494,1,003,-,,001
25-0000010673,02-0000104320,172,20131231  ,20131231  ,198198.799999988,552907.543744261,아이엔티티,001,002,0  ,3372035    ,001,2013-0401-011,25-010673,12990,1,001,-,,001
25-0000010669,02-0000178532,344,20131215  ,20131215  ,203454.800000022,555888.85624461,아이엔티티,006,002,0  ,4378523    ,001,2013-0401-009,25-010669,12986,1,004,-,,001
25-0000010657,02-0000178498,206,20131225  ,20131225  ,203087.325000018,556862.143744732,아이엔티티,001,002,0  ,4460822    ,001,2013-0401-008,25-010657,12974,1,004,-,,001
25-0000011511,02-0000060492,360,20140614  ,20140614  ,190245.368056237,546840.99773639,한국전기교통,006,002,1  ,2210117    ,001,2014-0201-030,25-011511,13828,1,002,-,,001
25-0000011506,02-0000179219,347,20140614  ,20140614  ,190269.326392113,546850.997734482,한국전기교통,006,002,1  ,2210128    ,001,2014-0201-030,25-011506,13823,1,001,-,,001
25-0000009271,02-0000133981,270,20121128  ,20160913  ,204768.053540917,554301.020536244,명신전자,001,002,0  ,5305111    ,001,2015-0201-093,25-009271,8470,1,004,-,,001
25-0000009811,02-0000177076,188,20000101  ,20000101  ,191454.634903426,538155.140531639,-,001,002,0  ,2032582    ,001,-,25-009811,12128,1,-,-,,001
25-0000009812,02-0000026456,287,20000101  ,20000101  ,191311.749999948,540807.756242842,-,001,002,0  ,2038215    ,001,-,25-009812,12129,1,001,-,,001
25-0000009818,02-0000165473,313,20000101  ,20000101  ,191534.83749995,540319.556242788,-,001,002,0  ,2037714    ,001,-,25-009818,12135,1,001,-,,001
25-0000009250,02-0000133985,270,20121215,20160913,204736.13146,554320.40257,-,001,002,0  ,-,001,2015-0201-093,25-009250,8473,1,004,-,,001
25-0000006668,02-0000064869,359,20100902  ,20161116  ,207144.900000042,551148.031244052,미창,001,002,1  ,5248972    ,001,2016-0101-215,25-006668,4349,1,004,-,,001
25-0000006685,02-0000064853,210,20100902  ,20161116  ,207219.754720001,551280.813269869,미창,001,002,1  ,5259002    ,001,2016-0101-215,25-006685,4348,1,004,-,,001
25-0000013542,02-0000045641,71 ,-,-,212562.675000076,547552.356243629,-,001,002,1  ,6251767    ,-,-,25-013542,15859,1,001,-,,001
25-0000004085,02-0000157480,38 ,20170228  ,20170228  ,192635.749999955,559918.581245089,-,001,002,0  ,2456933    ,001,2016-0201-081,25-004085,9615,1,001,-,,001
25-0000013443,02-0000006043,159,20170420  ,20170420  ,197046.949999981,551796.28749412,양광시스템,001,002,0  ,3340704    ,001,2017-0201-007,25-013443,15760,1,001,-,,001
